,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene-Z3866,867.368528,0.834406509,1.405191806,0.593802572,0.552644168,NA
gene-Z0836,20516.09964,0.823403721,1.387642497,0.593383183,0.552924741,0.81427857
gene-Z4740,6912.219434,-0.82402774,1.389118296,-0.593201992,0.55304598,0.81427857
gene-Z1981,10652.87415,-0.820970258,1.388144925,-0.59141538,0.554242138,0.815275654
gene-Z5687,752.7015159,0.83252079,1.407716457,0.591398066,0.554253736,NA
gene-Z1873,32.70207879,1.069393776,1.810030911,0.590815201,0.554644249,NA
gene-Z0803,49185.47016,0.819132194,1.386917433,0.590613525,0.554779401,0.815302562
gene-Z5926,501.5884779,-0.837174984,1.417579185,-0.590566646,0.554810819,NA
gene-Z1902,36.91358304,-1.039532302,1.760307986,-0.590540013,0.554828668,NA
gene-Z5399,1738.042499,-0.823957439,1.395587711,-0.590401759,0.554921332,NA
gene-Z2728,154.9028175,0.876069129,1.485943875,0.589570807,0.555478428,NA
gene-Z5625,39.61498616,1.027574191,1.743351743,0.589424478,0.55557656,NA
gene-Z1047,46.52789353,0.998428231,1.695029145,0.589033076,0.555839086,NA
gene-Z0264,827.9548886,-0.827570536,1.405282237,-0.588899877,0.55592844,NA
gene-Z1782,79.26353012,0.927294268,1.574902548,0.588794697,0.555999004,NA
gene-Z2872,310.8627059,0.845879034,1.436824403,0.588714273,0.556052962,NA
gene-Z0485,2524.805185,0.81942017,1.392680487,0.588376284,0.556279753,NA
gene-Z2962,788.4070181,-0.826309823,1.406099093,-0.58766116,0.556759751,NA
gene-Z5083,9753.525036,0.815279919,1.387915545,0.587413206,0.556926227,0.817189662
gene-Z4506,20982.65377,-0.814376394,1.387001935,-0.587148708,0.557103837,0.817189662
gene-Z0707,58.52480801,0.960460803,1.636268308,0.586982464,0.557215484,NA
gene-Z5222,1055.292223,0.822486291,1.401274502,0.586955867,0.557233347,NA
gene-Z5807,1272.260197,0.820162744,1.398665676,0.586389413,0.557613857,NA
gene-Z3305,1506.711786,0.819006896,1.39672892,0.586374983,0.557623552,NA
gene-Z1760,9489.811043,-0.812498929,1.387746442,-0.585480823,0.558224457,0.817324694
gene-Z5677,7834.303959,0.812696442,1.388125945,0.585463045,0.558236408,0.817324694
gene-Z1765,2557.389812,0.814847726,1.39229518,0.585255008,0.558376263,NA
gene-Z2804,5.671268667,1.834908582,3.13555147,0.585194853,0.558416705,NA
gene-Z3371,1348.922998,-0.816846678,1.397595894,-0.584465568,0.558907124,NA
gene-Z0247,20.30247067,1.182849692,2.024707004,0.584207833,0.559080492,NA
gene-Z1105,2962.684175,0.811721933,1.391268762,0.583440062,0.559597095,NA
gene-Z4175,245.4753272,-0.844997281,1.448458068,-0.583377109,0.559639464,NA
gene-Z0466,167.923245,0.861998696,1.477811598,0.583294039,0.559695375,NA
gene-Z0602,14636.48736,0.808958459,1.386966808,0.583257259,0.559720131,0.818195237
gene-Z5872,27931.73645,-0.808323238,1.386416191,-0.583030726,0.559872616,0.818195237
gene-Z5686,422.3081688,0.829029306,1.423076893,0.582561146,0.560188768,NA
gene-Z2091,149.0134232,0.866974733,1.488961806,0.582267946,0.560386213,NA
gene-Z3314,13.96004595,-1.302563897,2.238511647,-0.581888372,0.560641874,NA
gene-Z3482,78.86083649,0.916067053,1.574986181,0.581634978,0.560812577,NA
gene-Z2911,1781.768316,-0.808708571,1.394352051,-0.579988799,0.561922171,NA
gene-Z4361,6541.237924,-0.804987212,1.387959977,-0.579978692,0.561928987,0.82043721
gene-Z0615,1007.958943,0.812714296,1.401292503,0.57997477,0.561931632,NA
gene-Z2002,2375.489742,0.806381452,1.392184967,0.579220054,0.562440701,NA
gene-Z1242,796.074976,0.813618793,1.40534897,0.578944312,0.562626749,NA
gene-Z5274,2071.28826,0.805900877,1.393095848,0.57849636,0.562929054,NA
gene-Z0573,5591.417875,-0.802924327,1.388214228,-0.578386471,0.563003226,NA
gene-Z3079,26.46032748,-1.090157869,1.885384445,-0.578215161,0.563118865,NA
gene-Z2045,3670.451793,0.803037254,1.389694378,0.577851696,0.56336425,NA
gene-Z5985,43766.27093,0.800664579,1.385716506,0.577798255,0.563400334,0.821390068
gene-Z3513,2447.90748,0.803909008,1.3918303,0.577591254,0.563540113,NA
gene-Z1027,233.6126439,0.837841952,1.451916982,0.577059131,0.563899511,NA
gene-Z0099,11879.84809,-0.800105584,1.386598574,-0.577027554,0.563920842,0.821390068
gene-Z1557,148.359046,-0.857859948,1.48727027,-0.576801652,0.564073454,NA
gene-Z5011,6570.601002,-0.800231719,1.387633402,-0.576688135,0.564150149,0.821390068
gene-Z4222,1439.29416,0.80477979,1.396249535,0.576386792,0.56435377,NA
gene-Z1344,32.29938516,1.042921658,1.812495267,0.575406555,0.565016372,NA
gene-Z3254,155.1209433,0.853961772,1.484309181,0.575326073,0.565070791,NA
gene-Z5671,122.7880003,0.868267703,1.509332892,0.575265873,0.565111498,NA
gene-Z4954,9708.943495,0.797335431,1.386723557,0.574977924,0.565306227,0.822311188
gene-Z3927,100.6230716,0.882458844,1.535287274,0.574784185,0.565437264,NA
gene-Z5567,223.041936,0.835946733,1.454752704,0.574631503,0.565540542,NA
gene-Z4243,8153.03597,-0.796375194,1.386932301,-0.574199039,0.56583312,0.822316217
gene-Z5073,618.5709783,0.809342739,1.410500998,0.573798062,0.56610446,NA
gene-Z4425,674.4950566,0.807780763,1.408378147,0.573553889,0.566269723,NA
gene-Z4025,2532.07045,-0.795958645,1.391008109,-0.572217114,0.567174895,NA
gene-Z0249,295.6442423,0.822677977,1.437709791,0.572214213,0.56717686,NA
gene-Z4451,8292.31763,0.793407702,1.386733543,0.572141422,0.567226168,0.823288847
gene-Z4833,812.7867618,0.802957692,1.404250284,0.571805255,0.567453917,NA
gene-Z2196,309.0673634,0.820283435,1.435380206,0.571474673,0.567677923,NA
gene-Z4391,2583.850139,0.794556742,1.390883189,0.571260584,0.567823016,NA
gene-Z2400,8118.504991,0.791774687,1.386665522,0.570991832,0.568005179,0.823288847
gene-Z5986,12186.76776,0.790606985,1.385958844,0.570440449,0.568379002,0.823288847
gene-Z4941,16606.85053,0.789942478,1.385580496,0.570116627,0.568598599,0.823288847
gene-Z0954,12.98686967,1.314090942,2.305816301,0.569902703,0.568743692,NA
gene-Z5162,60.67250739,-0.924055825,1.622243471,-0.569615993,0.568938179,NA
gene-Z3293,69.48143062,-0.907429648,1.594104502,-0.569241005,0.569192597,NA
gene-Z3502,503.2831469,0.805738103,1.415826672,0.569093745,0.569292523,NA
gene-Z1487,2565.81282,-0.790711351,1.390585294,-0.568617657,0.56961564,NA
gene-Z1341,30363.82143,-0.787381519,1.384985176,-0.568512597,0.569686955,0.824105162
gene-Z5136,629.9806312,0.80121856,1.409523417,0.568432245,0.569741501,NA
gene-Z3932,179.7355916,0.834930516,1.470357682,0.567841775,0.570142411,NA
gene-Z5701,10.26868764,-1.402097639,2.469869574,-0.567680842,0.570251703,NA
gene-Z4455,866.9658343,-0.795441517,1.402340479,-0.567224244,0.570561839,NA
gene-Z2119,9.329069167,1.462950398,2.579863993,0.567064931,0.570670068,NA
gene-Z2966,6226.398619,0.786264126,1.386877162,0.566931339,0.570760831,NA
gene-Z2000,1633.392492,0.790160212,1.394028761,0.566817726,0.570838026,NA
gene-Z3478,157.5706629,0.839247852,1.481891357,0.566335614,0.571165654,NA
gene-Z1876,37.31627667,-0.992226771,1.75368603,-0.565794991,0.571533152,NA
gene-Z6034,323.1113039,0.810435646,1.432648314,0.565690573,0.571604145,NA
gene-Z1293,434.5567668,0.803209678,1.420364367,0.565495514,0.571736775,NA
gene-Z4846,8494.033582,0.782909979,1.386001476,0.564869513,0.572162522,0.826699643
gene-Z6066,267.1872256,0.814610358,1.442485517,0.564726889,0.572259542,NA
gene-Z4898,42679.16591,0.78107908,1.384436816,0.56418543,0.572627943,0.826699643
gene-Z5860,408.7340376,0.801763166,1.422440568,0.563653192,0.572990179,NA
gene-Z5904,16.00707192,-1.209455424,2.145937683,-0.563602305,0.573024818,NA
gene-Z4317,9853.023921,0.78080148,1.385615378,0.563505206,0.573090916,0.826699643
gene-Z4255,272.8920521,-0.811265612,1.440319942,-0.563253752,0.573262105,NA
gene-Z5932,3521.522264,0.781775362,1.388472016,0.563047258,0.573402704,NA
gene-Z2860,36776.60009,-0.779087173,1.384357166,-0.562779022,0.573585367,0.826699643
gene-Z2463,128.4928268,0.845525708,1.50271687,0.56266468,0.573663239,NA
gene-Z1084,2404.215221,0.782023941,1.390504701,0.562402947,0.573841512,NA
gene-Z5950,507.8470081,-0.795465603,1.414458548,-0.5623817,0.573855985,NA
gene-Z5126,1334.392469,-0.784776498,1.395602202,-0.562321051,0.573897298,NA
gene-Z1863,1494.781987,-0.783571459,1.394317671,-0.561974846,0.574133157,NA
gene-Z1940,2082.681134,-0.781726969,1.391360401,-0.561843623,0.574222568,NA
gene-Z2390,19.89977704,1.141029666,2.031690386,0.56161592,0.574377731,NA
gene-Z5393,797.0817101,-0.78778417,1.403351267,-0.561359218,0.57455268,NA
gene-Z1929,3.439674783,2.182814353,3.890715414,0.561031615,0.574775985,NA
gene-Z3309,3.439674783,2.182814353,3.890715414,0.561031615,0.574775985,NA
gene-Z1490,888.0233556,-0.784494389,1.401221452,-0.559864672,0.575571747,NA
gene-Z1426,1252.343641,0.78126949,1.396284686,0.559534526,0.575796975,NA
gene-Z4836,12475.18029,-0.774105135,1.384835447,-0.558987089,0.576170532,0.829664441
gene-Z4185,306.8861062,-0.800176923,1.433699739,-0.558120296,0.576762242,NA
gene-Z5177,486.2357831,0.789907295,1.415836646,0.557908497,0.576906869,NA
gene-Z2835,780.1182408,0.782314801,1.40368137,0.557330757,0.577301465,NA
gene-Z5789,309.9566452,-0.798409971,1.433115578,-0.557114851,0.577448962,NA
gene-Z3364,336.3498571,0.795990533,1.429899298,0.556675938,0.57774886,NA
gene-Z1871,211.8839666,0.809319871,1.456437787,0.555684478,0.57842657,NA
gene-Z4921,111245.9954,-0.76856276,1.383401929,-0.555559989,0.57851169,0.832272771
gene-Z0055,5356.865612,-0.769211965,1.386130022,-0.554934929,0.57893917,NA
gene-Z6081,1468.288102,-0.773068283,1.393822255,-0.554639073,0.579141558,NA
gene-Z2288,2421.380037,-0.770712728,1.389639602,-0.554613389,0.579159129,NA
gene-Z1337,1908.096665,0.77023118,1.391394148,0.553567932,0.579874578,NA
gene-Z4591,6111.010114,-0.766969463,1.385638362,-0.553513445,0.579911877,NA
gene-Z4804,705.90516,0.77713101,1.405383953,0.552967044,0.580285977,NA
gene-Z0467,176.2959168,0.813119765,1.470491031,0.55295799,0.580292177,NA
gene-Z3253,1416.23995,-0.770051169,1.394005185,-0.55240194,0.580673002,NA
gene-Z2993,2869.510935,0.766729184,1.388488333,0.552204268,0.58080841,NA
gene-Z5522,90.67318306,0.854968312,1.548433208,0.552150592,0.580845182,NA
gene-Z0242,359.9242135,-0.786581695,1.425808557,-0.55167413,0.581171638,NA
gene-Z5852,2364.180762,-0.765979505,1.389487625,-0.551267598,0.581450247,NA
gene-Z0303,10325.28288,-0.763012013,1.384376001,-0.55115952,0.581524326,0.833943737
gene-Z4504,9878.410399,0.762913262,1.384459046,0.551055132,0.581595882,0.833943737
gene-Z3071,10593.92987,0.762678591,1.384339246,0.550933301,0.581679398,0.833943737
gene-Z1742,44924.33392,-0.761798131,1.383170038,-0.550762459,0.581796522,0.833943737
gene-Z1030,987.6061352,0.770149839,1.398820515,0.550570878,0.581927877,NA
gene-Z2843,639.4103738,0.774309239,1.407426214,0.550159739,0.582209815,NA
gene-Z2444,431.9560371,0.780639893,1.419108744,0.550091666,0.582256503,NA
gene-Z4599,3072.451747,-0.762976905,1.387826646,-0.549763839,0.582481364,NA
gene-Z2702,28.23889102,1.023195001,1.862179712,0.549460933,0.582689168,NA
gene-Z4497,28.23889102,1.023195001,1.862179712,0.549460933,0.582689168,NA
gene-Z2022,20582.24207,-0.759516446,1.383423307,-0.549012324,0.582996992,0.834264476
gene-Z0281,6291.987344,0.760452813,1.3851868,0.548989359,0.583012753,NA
gene-Z5206,1726.532173,0.763342942,1.391795004,0.54845932,0.583376554,NA
gene-Z3244,2042.965474,-0.761863743,1.390227603,-0.548013679,0.58368251,NA
gene-Z3162,548.3009393,0.773284385,1.41127366,0.547933691,0.583737434,NA
gene-Z0078,2992.030473,0.760383122,1.387865789,0.547879434,0.583774691,NA
gene-Z2978,679.6461793,-0.769548541,1.405414638,-0.547559788,0.583994207,NA
gene-Z4231,11991.27678,-0.75740042,1.383815728,-0.547327512,0.584153746,0.834264476
gene-Z0178,37174.72986,-0.756226693,1.382886311,-0.546846611,0.584484117,0.834264476
gene-Z3571,109246.2859,0.756050012,1.382610288,0.546827995,0.584496908,0.834264476
gene-Z5565,290.8119187,0.785284358,1.436102733,0.546816283,0.584504955,NA
gene-Z4571,4619.181213,0.757815206,1.385901102,0.546803235,0.58451392,NA
gene-Z3019,6990.123873,0.75684068,1.384714312,0.546568107,0.584675485,0.834264476
gene-Z5954,537.7302314,0.771246573,1.411682928,0.546331303,0.584838222,NA
gene-Z3029,192.1687575,0.798494008,1.46277372,0.545876644,0.585150734,NA
gene-Z5283,5507.087117,-0.75562215,1.385187968,-0.545501526,0.585408632,NA
gene-Z0775,1759.251031,-0.758523932,1.391204478,-0.545228213,0.58559657,NA
gene-Z6027,76.84736832,0.858581762,1.575567916,0.544934784,0.585798372,NA
gene-Z2385,273.8820072,-0.782834193,1.438317237,-0.544270883,0.586255081,NA
gene-Z0429,101.8647103,0.832705989,1.530304152,0.544144108,0.58634231,NA
gene-Z5388,1173.54992,0.75937398,1.39569898,0.54408149,0.586385398,NA
gene-Z3449,2278.188893,0.75563334,1.389165886,0.543947521,0.586477586,NA
gene-Z2392,12.31571361,-1.261921797,2.32131296,-0.543624155,0.586700134,NA
gene-Z1339,1014.502714,-0.758354465,1.397457186,-0.542667405,0.58735882,NA
gene-Z2226,334.9572083,0.775047669,1.428740667,0.542469104,0.587495386,NA
gene-Z4414,44.917119,0.921466519,1.699222751,0.542287065,0.587620765,NA
gene-Z4046,115.7576406,-0.818874343,1.51120881,-0.541867105,0.587910059,NA
gene-Z2061,234.8878404,0.78403485,1.448063348,0.541436844,0.588206517,NA
gene-Z4974,828.6092658,0.757808073,1.400983155,0.540911623,0.588568499,NA
gene-Z0160,17431.21473,-0.746719763,1.382748879,-0.540025578,0.589179393,0.839928155
gene-Z1263,3279.318822,-0.748170584,1.386582895,-0.539578691,0.589487615,NA
gene-Z0862,6448.383484,0.746491645,1.384246983,0.539276339,0.589696193,NA
gene-Z0334,174.6851423,0.792286337,1.469907414,0.539004246,0.589883925,NA
gene-Z5691,96.09276821,-0.827588,1.53595579,-0.538809779,0.590018115,NA
gene-Z1670,2610.830613,0.747277262,1.38778617,0.538467149,0.590254579,NA
gene-Z0348,289.2011442,0.77260129,1.435581017,0.538180208,0.590452643,NA
gene-Z2884,769.027387,0.754490921,1.402190307,0.538080257,0.590521642,NA
gene-Z0584,632.74915,0.756350361,1.406538129,0.537738967,0.590757273,NA
gene-Z0056,12225.12432,0.743040104,1.382907384,0.537302868,0.591058425,0.841016223
gene-Z4633,39.76599627,-0.929349839,1.730000358,-0.537196327,0.591132008,NA
gene-Z2922,1868.733362,-0.746557536,1.389953056,-0.537109892,0.591191708,NA
gene-Z0806,10197.36054,-0.742589089,1.383106979,-0.536899242,0.591337214,0.841016223
gene-Z5322,61833.104,-0.741461832,1.381796417,-0.536592672,0.591549007,0.841016223
gene-Z0496,3618.420419,-0.743540304,1.385862397,-0.536518132,0.591600508,NA
gene-Z3166,434.8420082,0.760398442,1.417597192,0.536399512,0.591682468,NA
gene-Z5898,125272.016,0.739674454,1.38156469,0.535388939,0.592380937,0.841016223
gene-Z4059,2431.279589,0.742600418,1.387927009,0.535042847,0.592620229,NA
gene-Z0297,281.8519854,-0.767560277,1.435865015,-0.534562977,0.592952091,NA
gene-Z1486,2311.495012,-0.741835761,1.38811493,-0.534419553,0.593051294,NA
gene-Z4043,13444.61488,-0.73863934,1.382502794,-0.534276924,0.593149955,0.841016223
gene-Z5318,13898.18214,0.738618378,1.382481166,0.534270119,0.593154662,0.841016223
gene-Z3291,851.0090991,-0.747131354,1.399592278,-0.533820717,0.593465579,NA
gene-Z0503,1387.598365,-0.742642839,1.392501781,-0.533315539,0.593815173,NA
gene-Z0014,295824.8504,0.736406285,1.381291281,0.533128888,0.593944363,0.841376551
gene-Z3641,261.1636,-0.767455104,1.439945164,-0.532975229,0.594050727,NA
gene-Z0244,53.69248442,-0.877261682,1.646550046,-0.532787742,0.59418052,NA
gene-Z3315,41.25931849,0.91802527,1.723340559,0.532701018,0.594240561,NA
gene-Z4544,4691.716404,-0.737536851,1.384534374,-0.53269667,0.594243571,NA
gene-Z4810,268.3281909,-0.763592796,1.438222643,-0.530928086,0.595468614,NA
gene-Z0847,159.9868247,-0.783400247,1.475633754,-0.530890707,0.595494518,NA
gene-Z5412,791.8466928,0.743267513,1.400925297,0.530554709,0.595727388,NA
gene-Z3088,161.0103376,-0.78237632,1.475008627,-0.530421521,0.595819708,NA
gene-Z1720,484.2894305,0.749043794,1.413371798,0.529969393,0.596133152,NA
gene-Z1764,2327.619536,0.735272737,1.387753339,0.529829557,0.596230111,NA
gene-Z0409,135.2043873,-0.790506444,1.492190457,-0.529762431,0.596276656,NA
gene-Z5284,3809.129412,-0.733183809,1.385012512,-0.529369809,0.596548937,NA
gene-Z3030,56.76302337,-0.863282548,1.632918859,-0.528674492,0.597031275,NA
gene-Z0374,135.4392919,0.788280686,1.4933764,0.527851308,0.597602543,NA
gene-Z0152,238.8308822,-0.762000597,1.444800589,-0.527408836,0.597909709,NA
gene-Z2827,2450.726336,0.731245406,1.387175613,0.527146959,0.598091539,NA
gene-Z0464,126.3954641,-0.790233643,1.499367833,-0.527044549,0.598162653,NA
gene-Z3950,226.9514201,-0.762627941,1.448006069,-0.526674547,0.598419614,NA
gene-Z1083,822.786987,0.736938668,1.399815734,0.526454054,0.598572767,NA
gene-Z0307,3619.209028,-0.728975951,1.384962612,-0.526350636,0.598644607,NA
gene-Z4932,1827.675391,0.730663009,1.389265684,0.525934684,0.598933589,NA
gene-Z1162,1.208080899,3.402999815,6.477062656,0.52539245,0.599310401,NA
gene-Z1560,1.208080899,3.402999815,6.477062656,0.52539245,0.599310401,NA
gene-Z1807,1.208080899,3.402999815,6.477062656,0.52539245,0.599310401,NA
gene-Z3090,1.208080899,3.402999815,6.477062656,0.52539245,0.599310401,NA
gene-Z4760,11071.47418,0.725440393,1.381951693,0.524939038,0.59962557,0.846621327
gene-Z0116,978.4112973,0.733049719,1.396644516,0.524864925,0.599677094,NA
gene-Z4409,9724.514315,-0.725199305,1.38210668,-0.524705737,0.599787768,0.846621327
gene-Z4298,426.4189997,-0.743333951,1.416743981,-0.524677684,0.599807273,NA
gene-Z5333,11288.92874,-0.724820095,1.381867627,-0.52452209,0.59991546,0.846621327
gene-Z1747,41169.38358,-0.723754993,1.380828039,-0.524145638,0.600177248,0.846621327
gene-Z4329,10295.90302,0.72402756,1.3819699,0.52390979,0.600341285,0.846621327
gene-Z0454,1441.810996,0.728775332,1.39138447,0.523777107,0.600433578,NA
gene-Z3310,186.0947952,0.76595859,1.463185704,0.523486929,0.600635445,NA
gene-Z3766,1601.109885,-0.727692534,1.39013867,-0.523467586,0.600648902,NA
gene-Z2550,4259.810704,0.724494309,1.384109471,0.523437144,0.600670081,NA
gene-Z3462,47.95410015,-0.876034317,1.674365422,-0.52320378,0.600832451,NA
gene-Z2945,3198.897548,-0.72451755,1.385239318,-0.523026989,0.600955472,NA
gene-Z2562,1668.024144,0.726776804,1.389827693,0.522925832,0.601025867,NA
gene-Z0901,196972.9764,-0.721433957,1.380395139,-0.522628584,0.601232745,0.847118065
gene-Z2852,1259.709579,-0.727296891,1.392661106,-0.522235372,0.60150646,NA
gene-Z3703,575.6505486,0.735071164,1.407585126,0.522221463,0.601516144,NA
gene-Z3120,148.0570258,0.77404856,1.483535915,0.521759232,0.601837978,NA
gene-Z2652,6999.78852,-0.72120582,1.382469873,-0.521679231,0.601893688,0.847159103
gene-Z1262,3724.56375,-0.721968347,1.384417402,-0.521496151,0.602021186,NA
gene-Z2439,1672.52089,0.723876751,1.389626612,0.520914572,0.602426284,NA
gene-Z5747,74416.37397,0.719028509,1.38038048,0.520891536,0.602442332,0.847159103
gene-Z2531,41956.53218,-0.717876341,1.38046382,-0.520025466,0.603045826,0.847159103
gene-Z1465,10308.65499,-0.717704384,1.381562907,-0.5194873,0.603420967,0.847159103
gene-Z1488,1860.125786,-0.721275144,1.38843904,-0.51948636,0.603421622,NA
gene-Z3857,1202.141168,-0.723522074,1.393003751,-0.519397075,0.603483871,NA
gene-Z2042,371.0150673,0.73806879,1.422127051,0.518989347,0.60376817,NA
gene-Z0823,31100.36486,0.716083468,1.380489716,0.518716988,0.603958113,0.847159103
gene-Z2322,1259.99482,0.722074832,1.392502115,0.518544872,0.604078161,NA
gene-Z4923,71713.93056,-0.714489632,1.380109039,-0.517705204,0.604663967,0.847392588
gene-Z4080,123.0396838,0.778131694,1.503260969,0.517629148,0.604717041,NA
gene-Z4703,2068.368731,-0.717980498,1.38742384,-0.517491828,0.604812872,NA
gene-Z0024,212.8068062,-0.750638017,1.451505101,-0.517144595,0.605055225,NA
gene-Z2509,164.8862639,-0.760273512,1.471603903,-0.516629176,0.605415045,NA
gene-Z1489,2065.080066,-0.71667923,1.387357127,-0.516578764,0.605450243,NA
gene-Z5348,9573.269298,-0.713179515,1.381402856,-0.516271927,0.6056645,0.847813084
gene-Z3914,3010307.143,0.711566792,1.379728683,0.515729506,0.606043344,0.847813084
gene-Z3116,337.9270738,-0.734680404,1.425261785,-0.5154705,0.606224279,NA
gene-Z5040,3614.041126,-0.713360367,1.384021923,-0.515425626,0.606255629,NA
gene-Z4653,4096.283531,-0.711963445,1.383445197,-0.514630754,0.60681107,NA
gene-Z2889,10388.489,0.710184143,1.381119305,0.51420912,0.607105792,0.848543772
gene-Z5971,542.2940926,-0.723276188,1.408113399,-0.513649106,0.607497341,NA
gene-Z3362,2648.650256,-0.710363338,1.385367279,-0.512761741,0.608117995,NA
gene-Z3358,37334.86769,-0.706933902,1.379850251,-0.512326538,0.608422495,0.849468123
gene-Z4423,2586.182406,-0.709558031,1.385456995,-0.51214728,0.608547937,NA
gene-Z5402,3680.737259,0.708278823,1.383696816,0.511874288,0.608738994,NA
gene-Z0060,21181.23207,-0.706230992,1.380118262,-0.511717736,0.608848572,0.849468123
gene-Z0470,142.1676314,0.760524172,1.486695079,0.511553568,0.608963489,NA
gene-Z4179,58.18922999,-0.830946679,1.625465842,-0.511205254,0.60920734,NA
gene-Z5214,495.7997569,-0.720513072,1.410516233,-0.510815158,0.609480494,NA
gene-Z3978,165954.6269,-0.702559957,1.379274323,-0.509369271,0.610493411,0.85100723
gene-Z1290,236.5657306,0.735263989,1.444607203,0.508971565,0.610772155,NA
gene-Z4134,2700.597735,-0.704823316,1.384927536,-0.508924328,0.610805267,NA
gene-Z2980,246.5827347,-0.733203427,1.441167347,-0.508756619,0.61092283,NA
gene-Z4379,4473.926264,-0.702862387,1.382590371,-0.508366326,0.611196464,NA
gene-Z3527,5368.560507,-0.701695487,1.381956955,-0.507754952,0.611625206,NA
gene-Z1776,254.2674715,0.730764317,1.440014234,0.507470204,0.611824938,NA
gene-Z1886,351.0146169,-0.721985398,1.422887872,-0.507408498,0.611868224,NA
gene-Z0601,8979.312968,0.699986296,1.380743545,0.506963294,0.612180574,0.852602554
gene-Z4733,407.2574943,0.718218587,1.417350427,0.506733249,0.612341998,NA
gene-Z3040,219.8875026,0.733844619,1.449216567,0.50637333,0.612594594,NA
gene-Z0450,223.1426095,0.733311748,1.448214593,0.506355724,0.612606951,NA
gene-Z4505,4413.253757,-0.699882535,1.382460474,-0.506258622,0.612675106,NA
gene-Z4850,5525.157993,-0.699494512,1.381746698,-0.506239322,0.612688653,NA
gene-Z4433,249.1834644,0.729551354,1.441121817,0.506238505,0.612689227,NA
gene-Z4727,25.60460351,0.96045927,1.898500708,0.505904089,0.612923982,NA
gene-Z5498,3637.162452,-0.699632295,1.383177794,-0.505815158,0.612986416,NA
gene-Z5185,2486.062702,0.699691976,1.385186657,0.505124687,0.613471263,NA
gene-Z4712,266.8852054,0.725646988,1.436969878,0.504984133,0.61356998,NA
gene-Z3658,85596.92779,0.695752423,1.378961365,0.504548162,0.613876227,0.854206866
gene-Z1348,373.5319025,-0.716064872,1.420012789,-0.504266495,0.614074119,NA
gene-Z2225,517.1257405,0.710153651,1.409046903,0.503995751,0.614264363,NA
gene-Z3036,53.4743587,0.830693351,1.648349667,0.503954572,0.614293301,NA
gene-Z2548,799.4475352,-0.70441063,1.398149979,-0.503816214,0.614390532,NA
gene-Z3655,3340.763159,0.697002707,1.383451531,0.503814331,0.614391856,NA
gene-Z3130,1482.281706,0.699326626,1.389329229,0.503355584,0.614714293,NA
gene-Z0155,1736.04581,-0.698061245,1.387635413,-0.503058107,0.614923419,NA
gene-Z0319,31268.95927,-0.692717508,1.379087027,-0.502301519,0.615455441,0.855646459
gene-Z3123,32.11481724,0.906012327,1.8049615,0.501956594,0.615698054,NA
gene-Z2555,1425.199883,-0.697430778,1.389492932,-0.501931864,0.61571545,NA
gene-Z5029,4750.912368,0.693471363,1.381881206,0.501831388,0.615786132,NA
gene-Z1385,647.9508346,0.703952768,1.402793906,0.501821947,0.615792774,NA
gene-Z2771,2207.801401,-0.694429766,1.385564066,-0.501189214,0.616237964,NA
gene-Z3010,3831.948718,0.692891503,1.382621597,0.501143266,0.616270299,NA
gene-Z1338,890.7583165,-0.699525713,1.395942742,-0.501113471,0.616291267,NA
gene-Z4377,2005.984776,0.694616442,1.386360994,0.501035766,0.616345952,NA
gene-Z0972,332.6081621,0.712977985,1.425257049,0.500245191,0.616902441,NA
gene-Z2268,3726.291976,-0.690614035,1.382548709,-0.49952239,0.617411418,NA
gene-Z5947,3635.786582,-0.690627076,1.382650643,-0.499494995,0.617430712,NA
gene-Z3867,9897.320221,0.689030383,1.37994045,0.499318926,0.617554724,0.857412533
gene-Z1537,371.2667508,-0.708561906,1.41981568,-0.499052036,0.617742726,NA
gene-Z2851,6896.799623,-0.688832552,1.380574881,-0.498946172,0.617817305,0.857412533
gene-Z4105,358.2463234,0.709236232,1.421834009,0.498817884,0.617907687,NA
gene-Z6078,144.2146574,0.739910733,1.484031162,0.498581669,0.618074122,NA
gene-Z2736,5205.335354,0.688138502,1.381287196,0.498186405,0.618352664,NA
gene-Z2926,121.4289093,0.747917186,1.50294442,0.497634627,0.618741593,NA
gene-Z5172,442.0737147,0.702740558,1.413541122,0.497149002,0.619083981,NA
gene-Z1467,1958.550821,-0.688899488,1.386112445,-0.497001156,0.619188236,NA
gene-Z0489,78.65948967,-0.776499231,1.563924663,-0.496506801,0.61953689,NA
gene-Z3370,3622.816492,-0.686336812,1.382415774,-0.496476404,0.619558331,NA
gene-Z0048,297.8254995,0.71005469,1.43029579,0.496439055,0.619584676,NA
gene-Z5037,28750.69785,-0.684403856,1.378644074,-0.496432595,0.619589233,0.859112696
gene-Z4598,406.2675391,0.703209189,1.416554218,0.49642236,0.619596452,NA
gene-Z3906,3279.436275,-0.686478599,1.382861714,-0.496418834,0.61959894,NA
gene-Z5182,1207.275512,0.690427976,1.391151566,0.496299607,0.619683043,NA
gene-Z4191,102.8211077,-0.755080482,1.522343869,-0.495998636,0.619895374,NA
gene-Z4799,5214.983222,0.684470285,1.381068357,0.495609273,0.620170109,NA
gene-Z3767,58.59192362,-0.803466031,1.622353312,-0.495247259,0.620425595,NA
