GeneID	BaseMean	Log2FC	StdErr	Wald_Stats	Pval	P_adj	Name	Notes
ECs3765	4761.920892	0.583049821	0.261843543	2.226710709	0.025966614	0.048554871	ECs3765	thiol:disulfide interchange protein DsbC
ECs3767	1543.348577	-0.876335316	0.283338729	-3.09288927	0.001982181	0.004603528	ECs3767	flavodoxin FldB
ECs3768	2514.652038	-0.722904065	0.33320817	-2.169526828	0.03004271	0.055480033	ECs3768	hypothetical protein
ECs3769	13574.28045	-0.924321738	0.347907318	-2.656804531	0.007888517	0.016499995	ECs3769	hypothetical protein
ECs3771	9113.955866	-2.693777948	0.246308909	-10.93658351	7.70E-28	1.32E-26	ECs3771	oxidoreductase
ECs3772	2232.700455	-1.108302454	0.365596772	-3.031488619	0.002433511	0.005572761	ECs3772	hypothetical protein
ECs3773	3034.783097	0.332630749	0.270772638	1.228450376	0.219277947	0.313527469	ECs3773	6-phospho-beta-glucosidase
ECs3774	13743.11763	-0.541286921	0.337582127	-1.603422926	0.108841313	0.174229849	ECs3774	glycine dehydrogenase
ECs3775	4766.147771	-1.648445403	0.32524696	-5.068288435	4.01E-07	1.55E-06	ECs3775	glycine cleavage system protein H
ECs3777	2624.312599	1.193957717	0.258975387	4.610313477	4.02E-06	1.37E-05	ECs3777	2-octaprenylphenol hydroxylase
ECs3778	8309.190198	-0.111729689	0.287823238	-0.388188562	0.697876497	0.778553623	ECs3778	2-octaprenyl-6-methoxyphenyl hydroxylase
ECs3779	10380.53966	-0.04531437	0.299340373	-0.151380749	0.879675375	0.917678708	ECs3779	proline aminopeptidase P II
ECs3780	5922.457121	0.121807761	0.265974461	0.457967883	0.646975516	0.737822172	ECs3780	hypothetical protein
ECs3781	10039.56515	-1.303576687	0.291570348	-4.47088223	7.79E-06	2.55E-05	ECs3781	Z-ring-associated protein
ECs3782	8214.588838	-0.285002751	0.319935724	-0.890812526	0.373029754	0.484213569	ECs3782	5-formyltetrahydrofolate cyclo-ligase
ECs3783	78.0795186	2.317270348	0.714551103	3.24297358	0.001182892	0.002847469	ECs3783	hypothetical protein
ECs3784	53018.47005	2.653276214	0.303567133	8.740327683	2.32E-18	2.19E-17	ECs3784	D-3-phosphoglycerate dehydrogenase
ECs3785	7330.107632	1.204978038	0.349246768	3.450219578	0.000560131	0.001433861	ECs3785	ribose-5-phosphate isomerase A
ECs3786	2995.778063	-1.286989919	0.255601731	-5.03513772	4.78E-07	1.82E-06	ECs3786	chromosome replication initiation inhibitor protein
ECs3787	245.9495978	1.06572521	0.410613257	2.595447643	0.009446779	0.019517811	ECs3787	methylmalonyl-CoA mutase
ECs3788	66.39695511	0.176990306	0.668518397	0.26475009	0.791201988	0.852682118	ECs3788	arginine/ornithine transport system ATPase
ECs3789	84.39706911	0.064794573	0.494593854	0.131005617	0.895770864	0.928559717	ECs3789	methylmalonyl-CoA decarboxylase
ECs3790	161.1587764	0.208249758	0.438829728	0.474557087	0.635102699	0.727657382	ECs3790	coenzyme A transferase
ECs3793	1284.554523	-0.90669199	0.307111034	-2.952326326	0.003153894	0.007099215	ECs3793	hypothetical protein
ECs3794	2530.794572	-1.647424128	0.289120821	-5.698047357	1.21E-08	5.39E-08	ECs3794	arginine exporter protein
ECs3795	9795.988122	3.038295826	0.263800915	11.51738169	1.08E-30	2.13E-29	ECs3795	mechanosensitive channel MscS
ECs3796	140960.188	2.596127404	0.327409694	7.929293018	2.20E-15	1.71E-14	ECs3796	fructose-bisphosphate aldolase
ECs3798	44799.91566	0.309358814	0.280188691	1.104108853	0.269545922	0.37164699	ECs3798	erythrose 4-phosphate dehydrogenase
ECs3799	63.71159428	-0.699009106	0.673675551	-1.037604979	0.299453999	0.405443474	ECs3799	hypothetical protein
ECs3800	700.004453	-0.380538281	0.477166424	-0.797495931	0.425163065	0.536062242	ECs3800	transporter
ECs3801	131.832349	-1.107350261	0.441603863	-2.507564707	0.012156632	0.02434477	ECs3801	lipoprotein
ECs3802	56.01749731	0.118999316	0.661481939	0.179898058	0.8572326	0.901394077	ECs3802	ABC transporter ATP-binding protein
ECs3803	85.89052541	0.369668932	0.522649591	0.707297849	0.479381402	0.589178369	ECs3803	ABC transporter ATP-binding protein
ECs3805	820.11747	-1.100357679	0.318674475	-3.452920666	0.000554552	0.001420925	ECs3805	DNA-binding transcriptional regulator
ECs3806	661.1518547	-1.322331397	0.36288782	-3.643912318	0.000268525	0.00071726	ECs3806	"fructose-1,6-bisphosphatase II-like protein"
ECs3807	82.47673208	-0.105913071	0.504432284	-0.209964893	0.833695074	0.883341166	ECs3807	oxidoreductase
ECs3808	163.6333441	-2.188696613	0.51355816	-4.26182813	2.03E-05	6.29E-05	ECs3808	mannitol-specific PTS system enzyme II component
ECs3810	11252.19683	2.306539005	0.291533212	7.911753817	2.54E-15	1.96E-14	ECs3810	transketolase
ECs3811	1863.751726	-2.985923871	0.296063867	-10.08540455	6.41E-24	8.40E-23	ECs3811	hypothetical protein
ECs3812	3411.783974	0.416342751	0.3525134	1.181069289	0.237575199	0.335083247	ECs3812	agmatinase
ECs3813	351.1757672	0.300435448	0.361544657	0.830977426	0.405986382	0.517675705	ECs3813	lipoprotein
ECs3814	13437.13993	1.268297878	0.313881793	4.040686354	5.33E-05	0.000156755	ECs3814	arginine decarboxylase
ECs3815	1342.770913	2.246231662	0.382207066	5.877001918	4.18E-09	1.95E-08	ECs3815	hypothetical protein
ECs3816	287.055312	2.370239492	1.464388904	1.618586077	NA	NA	ECs3816	hypothetical protein
ECs3817	1710.826294	1.794740898	1.169932581	1.534054977	0.125016128	0.195889988	ECs3817	hypothetical protein
ECs3818	48641.04014	1.067686786	0.352661496	3.027511647	0.002465762	0.005632309	ECs3818	methionine adenosyltransferase methionine adenosyltransferase|S-adenosylmethionine synthetase
ECs3819	976.8386014	0.710478856	0.332851454	2.134522315	0.032800049	0.060079738	ECs3819	galactose-proton symport of transport system
ECs3820	146.2145261	0.852637835	0.544215885	1.56672721	0.117178468	0.185218683	ECs3820	hypothetical protein
ECs3821	138.9336124	1.301355014	0.506039153	2.571648867	0.010121549	0.020682833	ECs3821	DNA-specific endonuclease I
ECs3822	4056.460316	0.679446317	0.27778654	2.445929589	0.014447921	0.028469511	ECs3822	16S ribosomal RNA methyltransferase RsmE
ECs3823	7243.850219	-0.986371263	0.258521244	-3.815436006	0.000135943	0.000377084	ECs3823	glutathione synthetase
ECs3824	7474.676607	-0.137165977	0.275428363	-0.498009629	0.618477255	0.714054103	ECs3824	hypothetical protein
ECs3825	3452.530456	0.710036583	0.382012553	1.858673436	0.063073441	0.107997544	ECs3825	Holliday junction resolvase-like protein
ECs3826	3761.42465	0.122274765	0.327415387	0.373454546	0.708810169	0.788068696	ECs3826	hypothetical protein
ECs3827	217.6718356	0.525775304	1.132559047	0.464236549	NA	NA	ECs3827	protein transport
ECs3828	2692.204071	1.324599124	0.318951268	4.152982787	3.28E-05	9.88E-05	ECs3828	resistance protein
ECs3829	394.0588094	1.502540337	0.327432652	4.588853094	4.46E-06	1.51E-05	ECs3829	hypothetical protein
ECs3830	2360.093963	2.384145156	0.413109195	5.771222682	7.87E-09	3.58E-08	ECs3830	deoxyribonucleotide triphosphate pyrophosphatase
ECs3831	1623.949628	2.553466793	0.426265966	5.990313552	2.09E-09	1.01E-08	ECs3831	coproporphyrinogen III oxidase
ECs3832	291.5624397	-0.321938066	0.483830488	-0.665394336	0.505798307	0.61438649	ECs3832	hypothetical protein
ECs3834	621.8520593	0.255291231	0.315556843	0.809018207	0.418504674	0.529890398	ECs3834	hypothetical protein
ECs3835	793.1655577	0.145762817	0.292022751	0.499148837	0.617674535	0.713534918	ECs3835	hypothetical protein
ECs3837	1041.815521	1.716982841	0.297439151	5.772551571	7.81E-09	3.56E-08	ECs3837	A/G-specific adenine glycosylase
ECs3838	787.0108078	1.661198368	0.363634338	4.568320964	4.92E-06	1.66E-05	ECs3838	hypothetical protein
ECs3840	52585.78101	-4.368089384	0.416382993	-10.49055666	9.55E-26	1.43E-24	ECs3840	protein NupG
ECs3841	1208.882293	2.195836928	0.341409844	6.431674324	1.26E-10	6.69E-10	ECs3841	ornithine decarboxylase
ECs3842	635.2711343	-2.508143695	0.410818649	-6.105233291	1.03E-09	5.05E-09	ECs3842	transporter
ECs3843	18633.74495	-1.388705315	0.332626175	-4.174973043	2.98E-05	9.05E-05	ECs3843	integrase
ECs3846	70.82208819	1.660524439	0.947759272	1.752052961	NA	NA	ECs3846	IS66 family insertion sequence hypothetical protein
ECs3847	118.3104201	-2.332626661	0.532326309	-4.381948855	1.18E-05	3.76E-05	ECs3847	hypothetical protein
ECs3848	8647.282389	-0.866988254	0.338310206	-2.562702035	0.010386114	0.02115154	ECs3848	hypothetical protein
ECs3849	1351.207613	0.202226872	0.291850528	0.692912476	0.48836448	0.598451171	ECs3849	hypothetical protein
ECs3850	99.23087889	0.505593249	0.544047717	0.92931784	0.352724392	0.462517876	ECs3850	virulence-related membrane protein
ECs3852	10.80397938	1.871964459	1.226818206	1.52586948	0.127042373	0.198489946	ECs3852	hypothetical protein
ECs3854	933.2866848	-2.24951352	1.015929279	-2.214242237	0.02681212	0.049974761	ECs3854	hypothetical protein
ECs3855	8683.867582	-1.526055516	0.373915759	-4.081281619	4.48E-05	0.000132963	ECs3855	enterotoxin
ECs3857	3155.0565	-0.869456493	0.379276531	-2.292407842	0.02188212	0.041617576	ECs3857	hypothetical protein
ECs3858	3673.731381	-0.545469644	0.367032445	-1.486161924	0.137236296	0.212818557	ECs3858	hypothetical protein
ECs3859	1945.81254	-0.450355409	0.289052292	-1.558041304	0.119223457	0.188066398	ECs3859	hypothetical protein
ECs3862	25.84974139	1.256003245	0.973717333	1.289905398	0.197083506	0.287239743	ECs3862	transposase
ECs3863	0.245049013	0.629893618	1.676499011	0.375719648	0.707125329	NA	ECs3863	transposase
ECs3864	28.20268752	-0.64807489	0.994454776	-0.65168865	0.514602046	0.622616845	ECs3864	hypothetical protein
ECs3865	14.23307498	-0.133142114	0.963228282	-0.13822488	0.890062693	0.924769325	ECs3865	hypothetical protein
ECs3866	1.646864516	0.697702838	1.69960036	0.410509938	0.681431915	0.766132868	ECs3866	hypothetical protein
ECs3867	19.83671105	-0.063893369	1.014487099	-0.062980958	0.949781668	0.966761204	ECs3867	
ECs3868	80.94322341	1.346032382	0.519749093	2.589773412	0.009603912	0.019797089	ECs3868	IS66 family insertion sequence hypothetical protein
ECs3869	359.1103901	-0.3988857	0.355410863	-1.12232276	0.261725232	0.363738896	ECs3869	hypothetical protein
ECs3871	150.8254808	-1.844789069	0.49870072	-3.699190709	0.000216288	0.000584659	ECs3871	hypothetical protein
ECs3872	184.0377153	2.067226599	0.417598861	4.950268765	7.41E-07	2.77E-06	ECs3872	low-affinity phosphate transport protein
ECs3873	7952.76063	1.066358514	0.265274024	4.019837664	5.82E-05	0.000170276	ECs3873	bifunctional glutathionylspermidine amidase/glutathionylspermidine synthetase
ECs3874	2359.767042	-1.833415911	0.302064902	-6.069609215	1.28E-09	6.25E-09	ECs3874	glutathione S-transferase
ECs3875	101.1056034	0.490434111	0.643563642	0.762060004	0.446024193	0.556655482	ECs3875	hydrogenase 2 accessory protein HypG
ECs3877	1829.269185	0.157161434	0.424700556	0.370052339	0.711343493	0.790397895	ECs3877	hydrogenase 2-specific chaperone
ECs3879	1636.298405	-0.972683458	0.270584842	-3.594744814	0.00032471	0.000858853	ECs3879	hydrogenase 2 large subunit
ECs3880	2420.016949	-1.93237602	0.39517158	-4.889967093	1.01E-06	3.72E-06	ECs3880	hydrogenase 2 b cytochrome subunit
ECs3881	1201.146525	-2.792017789	0.346641607	-8.054479706	7.98E-16	6.39E-15	ECs3881	hydrogenase 2 protein HybA
ECs3882	4019.798564	-3.452388033	0.298425915	-11.56866031	5.94E-31	1.19E-29	ECs3882	hydrogenase 2 small subunit
ECs3883	174.5590096	-2.419773091	0.45082832	-5.367393721	7.99E-08	3.31E-07	ECs3883	hypothetical protein
ECs3884	358.6836219	-1.585949109	0.378662606	-4.188290805	2.81E-05	8.58E-05	ECs3884	hypothetical protein
ECs3885	12064.79076	-5.406971895	0.30442649	-17.76117412	1.41E-70	1.19E-68	ECs3885	aldo/keto reductase
ECs3886	17212.28799	-0.902241461	0.472668131	-1.908826516	0.056284475	0.097552011	ECs3886	hypothetical protein
ECs3887	371.2211032	-1.865598321	0.647794619	-2.879922532	0.003977729	0.008778268	ECs3887	oxidoreductase
ECs3888	17.76767698	-0.870585267	1.325779928	-0.656658959	0.511400229	0.619594407	ECs3888	hypothetical protein
ECs3889	27061.07811	1.539601748	0.422449972	3.644459344	0.000267954	0.00071609	ECs3889	biopolymer transport protein ExbD
ECs3890	38645.06629	0.913309444	0.286059934	3.192720606	0.001409392	0.003346534	ECs3890	biopolymer transport protein ExbB
ECs3891	8793.771873	1.281200812	0.463903733	2.761781641	0.005748691	0.012344053	ECs3891	hypothetical protein
ECs3892	2812.978044	0.142692469	0.25857863	0.551833959	0.581062118	0.683401826	ECs3892	cystathionine beta-lyase
ECs3893	10505.40929	-1.426444436	0.401733049	-3.55072713	0.000384168	0.001003849	ECs3893	hypothetical protein
ECs3894	1910.394917	-0.22380215	0.300867592	-0.743855955	0.456963624	0.567167564	ECs3894	oxidoreductase
ECs3895	555.4967429	-0.448346751	0.308230868	-1.454580958	0.145785306	0.224211749	ECs3895	AraC family transcriptional regulator
ECs3897	33.53170567	-0.112953569	0.770756727	-0.146548924	0.883488071	0.920167408	ECs3897	hypothetical protein
ECs3898	390.0321066	-0.590259464	0.344964417	-1.711073477	0.08706755	0.142884823	ECs3898	hypothetical protein
ECs3899	34.5126698	-0.366732717	0.925538219	-0.396237249	0.691930015	0.774554936	ECs3899	outer membrane lipoprotein
ECs3900	2171.971301	3.849560173	0.391324376	9.837261393	7.78E-23	9.56E-22	ECs3900	hypothetical protein
ECs3901	4661.693779	1.196185368	0.291821734	4.099027688	4.15E-05	0.000123576	ECs3901	repressor protein for FtsI
ECs3902	4337.112554	-0.50980526	0.282558586	-1.804246216	0.071192717	0.119813754	ECs3902	1-acyl-sn-glycerol-3-phosphate acyltransferase
ECs3903	4295.374888	1.665882505	0.310036518	5.373181562	7.74E-08	3.21E-07	ECs3903	DNA topoisomerase IV subunit A
ECs3904	1004.617398	0.232430044	0.294384435	0.789545968	0.429792974	0.540262653	ECs3904	hypothetical protein
ECs3905	57.09769747	-0.608862816	0.830209867	-0.73338422	0.463324121	0.572827468	ECs3905	hypothetical protein
ECs3906	1157.805705	-1.679299278	0.307471299	-5.461645643	4.72E-08	1.99E-07	ECs3906	hypothetical protein
ECs3907	774.0815651	-1.373093318	0.318897835	-4.305746753	1.66E-05	5.23E-05	ECs3907	DNA-binding transcriptional regulator QseB
ECs3910	981.8833097	-0.014596523	0.321917739	-0.045342399	0.963834392	0.977068796	ECs3910	modulator of drug activity B
ECs3911	9985.208371	-0.589447354	0.334217549	-1.763663685	0.077788619	0.129543916	ECs3911	hypothetical protein
ECs3912	594.0890203	2.468762924	0.308125117	8.012209291	1.13E-15	8.91E-15	ECs3912	transcriptional regulator
ECs3913	728.8602366	3.062459922	0.412403235	7.425887246	1.12E-13	7.60E-13	ECs3913	ferrichrome-binding protein
ECs3914	1371.760399	2.601354568	0.298795043	8.706150359	3.14E-18	2.93E-17	ECs3914	permease of ferrichrome ABC transporter
ECs3915	1102.48253	1.591964632	0.317390944	5.015784675	5.28E-07	2.01E-06	ECs3915	permease of ferrichrome ABC transporter
ECs3916	1325.562914	-0.686449046	0.326477029	-2.10259524	0.035501166	0.064655155	ECs3916	iron-siderophore iron ABC transporter ATP-binding protein
ECs3917	5288.82892	0.748831867	0.254482508	2.942567149	0.003255032	0.007293483	ECs3917	ferrichrome iron receptor
ECs3918	17905.61249	1.330456954	0.39758394	3.346354868	0.000818815	0.002033569	ECs3918	DNA topoisomerase IV subunit B
ECs3919	9936.694203	-0.37099173	0.30318526	-1.223646986	0.221085427	0.315777944	ECs3919	esterase
ECs3920	12422.87233	-1.753540589	0.269496292	-6.506733642	7.68E-11	4.18E-10	ECs3920	"cyclic 3',5'-adenosine monophosphate phosphodiesterase"
ECs3921	30300.57193	-3.324488749	0.32213972	-10.32002123	5.72E-25	8.06E-24	ECs3921	hypothetical protein
ECs3924	4.596602679	0.028311412	1.398051195	0.020250626	0.983843443	0.988779112	ECs3924	hypothetical protein
ECs3925	3488.58264	-0.222496607	0.360394714	-0.617369229	0.536991213	0.643461558	ECs3925	hypothetical protein
ECs3926	12443.49415	0.384161295	0.281522302	1.364585655	0.172383316	0.256865387	ECs3926	synthetase/amidase
ECs3927	659.2243629	-0.825502323	0.511511357	-1.61384945	0.106560086	0.170830914	ECs3927	hypothetical protein
ECs3928	3237.150673	-0.886872012	0.319361781	-2.77701361	0.005486088	0.011817702	ECs3928	zinc transporter ZupT
ECs3930	823.9808282	-0.279626331	0.313220736	-0.89274527	0.371993601	0.483115132	ECs3930	hypothetical protein
ECs3932	678.3117085	0.098141266	0.305378155	0.321376184	0.747925329	0.818767073	ECs3932	oxidoreductase
ECs3933	969.1003997	-1.899154261	0.328858049	-5.774997038	7.70E-09	3.51E-08	ECs3933	hypothetical protein
ECs3934	429.7150584	-2.375738318	0.497995393	-4.770603009	1.84E-06	6.53E-06	ECs3934	hypothetical protein
ECs3935	1411.107121	0.32485374	0.291689956	1.113695324	0.265409916	0.367443623	ECs3935	bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
ECs3936	2508.241852	0.064199412	0.254352227	0.252403576	0.800729136	0.85943667	ECs3936	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase
ECs3937	775.9237164	-0.736437989	0.289195783	-2.546503206	0.010880821	0.022067627	ECs3937	hypothetical protein
ECs3938	9623.996464	1.469085991	0.405398717	3.623805233	0.0002903	0.000773514	ECs3938	signal transduction protein
ECs3942	4597.844071	-1.150424549	0.326342564	-3.525205337	0.000423155	0.001098821	ECs3942	glycerol-3-phosphate acyltransferase PlsY
ECs3943	100.4750477	-0.504236918	0.68827524	-0.732609411	0.463796689	0.573149713	ECs3943	transcriptional activator TtdR
ECs3944	17.37511791	-0.229246012	1.176941593	-0.194781129	0.845564296	0.893118	ECs3944	tartrate dehydratase subunit alpha
ECs3945	17.39921801	-0.006329747	1.164789301	-0.005434242	0.995664124	0.996585353	ECs3945	L(+)-tartrate dehydratase subunit beta
ECs3946	25.76534854	-0.36413969	0.920225558	-0.395706995	0.692321194	0.774832473	ECs3946	hypothetical protein
ECs3950	56911.23026	1.042131128	0.315990255	3.297985025	0.000973813	0.002379113	ECs3950	RNA polymerase sigma factor RpoD
ECs3951	887.2564697	0.089221934	0.923048518	0.096660069	NA	NA	ECs3951	G/U mismatch-specific DNA glycosylase
ECs3952	674.1590363	1.734846475	0.297413466	5.833113407	5.44E-09	2.51E-08	ECs3952	hypothetical protein
ECs3953	761.5161744	0.353764213	0.344510381	1.026860821	0.304486005	0.410612017	ECs3953	hypothetical protein
ECs3954	214.7164763	-0.973637127	0.409710218	-2.376404306	0.017482295	0.033917409	ECs3954	aerotaxis sensor receptor
ECs3955	1620.218323	-3.117254109	0.294091635	-10.5996014	2.99E-26	4.64E-25	ECs3955	putrescine--2-oxoglutarate aminotransferase
ECs3956	16.13502044	-1.129927408	1.093746833	-1.033079479	0.301566706	0.407793578	ECs3956	hypothetical protein
ECs3957	1446.790071	-0.145133799	0.269696109	-0.538138276	0.590481589	0.692072571	ECs3957	DNA-binding transcriptional repressor EbgR
ECs3960	30.78895717	0.31181196	0.722751504	0.431423467	0.66616049	0.753820521	ECs3960	oxidoreductase
ECs3961	21.01692486	-1.440132882	0.923960653	-1.558651742	0.119078829	0.187893054	ECs3961	hypothetical protein
ECs3962	92.33628154	-0.103577546	0.5185234	-0.199754816	0.841672341	0.890049988	ECs3962	glycosyl hydrolase
ECs3964	25.98820231	-1.150788214	0.866797808	-1.327631662	0.18429982	0.272222208	ECs3964	hypothetical protein
ECs3965	144.7335857	0.403039282	0.448742955	0.898151776	0.369104639	0.480271107	ECs3965	hypothetical protein
ECs3966	799.6500123	2.138858113	0.409691334	5.220657447	1.78E-07	7.12E-07	ECs3966	hypothetical protein
ECs3967	567.4416932	-0.271753279	0.326656504	-0.831923676	0.405452027	0.517238211	ECs3967	hypothetical protein
ECs3968	814.8624762	-0.812941672	0.338198985	-2.403737765	0.01622841	0.031700783	ECs3968	hypothetical protein
ECs3969	12173.15157	-4.127950737	0.247493487	-16.67902774	1.86E-62	1.12E-60	ECs3969	hypothetical protein
ECs3970	457.0158964	0.511166963	0.426691918	1.197976669	0.2309261	0.327241099	ECs3970	transporter
ECs3971	36260.51151	-0.795230364	0.358015101	-2.22122017	0.026336053	0.049172147	ECs3971	serine/threonine transporter SstT
ECs3972	604.5838226	2.666513032	1.054127941	2.529591454	NA	NA	ECs3972	hypothetical protein
ECs3973	935.1165176	-1.498003201	0.334803336	-4.474278	7.67E-06	2.51E-05	ECs3973	altronate hydrolase
ECs3974	1594.544695	-2.149894492	0.327984472	-6.554866697	5.57E-11	3.07E-10	ECs3974	glucuronate isomerase
ECs3975	499.4580678	-1.910841564	0.34507413	-5.537481364	3.07E-08	1.32E-07	ECs3975	hexuronates transport protein
ECs3976	3992.519639	-2.363321363	0.260782382	-9.062427254	1.28E-19	1.31E-18	ECs3976	DNA-binding transcriptional repressor ExuR
ECs3978	6365.938268	-0.65574498	0.299819237	-2.187134446	0.028732711	0.053206173	ECs3978	hypothetical protein
ECs3979	3649.639202	-0.400950184	0.258960086	-1.548308814	0.121547963	0.191120039	ECs3979	hypothetical protein
ECs3980	2654.226916	-1.036883048	0.266059644	-3.897182717	9.73E-05	0.000275455	ECs3980	hypothetical protein
ECs3981	1822.884137	-0.708266248	0.284337562	-2.490934516	0.01274076	0.025411051	ECs3981	hypothetical protein
ECs3982	7873.571171	-0.106850084	0.293819734	-0.363658637	0.716112935	0.793814257	ECs3982	hypothetical protein
ECs3983	585.7674576	0.231135492	0.381265859	0.606231811	0.544360832	0.650706683	ECs3983	hypothetical protein
ECs3984	1763.134312	-1.035956651	0.298279763	-3.473104043	0.000514476	0.001322624	ECs3984	transferase
ECs3985	1181.671616	-2.565603547	0.335180974	-7.654382988	1.94E-14	1.40E-13	ECs3985	cytochrome
ECs3986	157.6176504	-1.116487387	0.40069591	-2.786370813	0.005330186	0.011509372	ECs3986	cytochrome
ECs3988	248.1083193	-1.624604673	0.431085625	-3.768635697	0.000164142	0.000451141	ECs3988	hypothetical protein
ECs3989	215.7507692	-1.677054821	0.382623058	-4.383046937	1.17E-05	3.74E-05	ECs3989	hypothetical protein
ECs3990	5062.482622	-5.075937995	0.295314197	-17.1882627	3.25E-66	2.31E-64	ECs3990	hypothetical protein
ECs3992	813.9860647	-2.483030724	0.418848711	-5.928228167	3.06E-09	1.45E-08	ECs3992	L-serine deaminase
ECs3993	150.6669071	-1.472806482	0.534693535	-2.75448717	0.005878419	0.012592622	ECs3993	hypothetical protein
ECs3994	1223.477308	-2.395234597	0.469717843	-5.099305114	3.41E-07	1.33E-06	ECs3994	formate acetyltransferase 3
ECs3995	1527.049518	-3.942797065	0.451506949	-8.732527989	2.49E-18	2.33E-17	ECs3995	propionate/acetate kinase
ECs3996	10862.38307	-4.439832483	0.398264022	-11.14796275	7.33E-29	1.32E-27	ECs3996	threonine/serine transporter TdcC
ECs3997	2584.58903	-6.386322571	0.406270501	-15.71938538	1.11E-55	5.68E-54	ECs3997	threonine dehydratase
ECs3999	18.59548654	-4.577535378	1.159221071	-3.94880277	7.85E-05	0.000224902	ECs3999	TdcR family transcriptional regulator
ECs4000	19.92296557	-0.670782694	0.872585927	-0.768729673	0.442053806	0.552848332	ECs4000	hypothetical protein
ECs4001	150.741195	0.773458004	0.655262392	1.180379056	0.237849488	0.335295252	ECs4001	hypothetical protein
ECs4002	1043.43967	-2.694688992	0.320690506	-8.402771334	4.36E-17	3.78E-16	ECs4002	glycerate kinase
ECs4004	842.4018239	-4.895630634	0.361607519	-13.53852001	9.26E-42	2.91E-40	ECs4004	5-keto-4-deoxy-D-glucarate aldolase
ECs4005	1578.346534	-5.941230962	0.325605106	-18.2467377	2.20E-74	2.05E-72	ECs4005	transporter
ECs4006	3026.962244	-5.37748699	0.31593838	-17.02068294	5.77E-65	3.72E-63	ECs4006	hydrolase
ECs4007	4642.799611	-2.33419447	0.382739792	-6.098645924	1.07E-09	5.25E-09	ECs4007	regulator PrlF
ECs4008	1185.154143	-2.280410388	0.305897058	-7.454829429	9.00E-14	6.15E-13	ECs4008	hypothetical protein
ECs4009	802.8472096	-1.564116102	0.340359621	-4.595480792	4.32E-06	1.47E-05	ECs4009	AgaR family transcriptional regulator
ECs4010	98.1660911	-3.038501079	0.531906657	-5.712470484	1.11E-08	4.99E-08	ECs4010	tagatose 6-phosphate kinase 2
ECs4011	37.09823998	-3.13735142	0.832347506	-3.769280736	0.000163719	0.000450206	ECs4011	PTS system N-acetylgalactosamine-specific transporter subunit IIB
ECs4012	81.92520557	-3.26248909	0.63554868	-5.133342559	2.85E-07	1.12E-06	ECs4012	N-acetylgalactosamine-specific PTS system enzyme IIC component
ECs4013	103.2075659	-2.154514783	0.543265039	-3.965863123	7.31E-05	0.000210407	ECs4013	N-acetylgalactosamine-specific PTS system enzyme IID component
ECs4014	54.87928111	-2.579045785	0.63552834	-4.058112946	4.95E-05	0.000145984	ECs4014	N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component
ECs4015	212.8674675	-1.220230403	0.422609548	-2.887370646	0.003884763	0.008583612	ECs4015	N-acetylgalactosamine-6-phosphate deacetylase
ECs4016	19.7978071	2.008467246	1.290201825	1.556707801	0.119539876	0.188400696	ECs4016	tagatose-6-phosphate aldose/ketose isomerase
ECs4018	31.92075083	1.057006489	0.898035102	1.177021351	0.239186984	0.336741905	ECs4018	PTS system N-acetylgalactosamine-specific transporter subunit IIB
ECs4019	33.45450898	-0.06406219	0.853218794	-0.075082956	0.940148708	0.959846048	ECs4019	PTS system N-acetylgalactosamine-specific transporter subunit IID
ECs4020	233.251659	0.495415867	0.383722087	1.291079881	0.19667598	0.286898699	ECs4020	fimbrial-like protein
ECs4021	20.73248086	1.921924875	1.089279472	1.76440016	0.077664631	0.129377268	ECs4021	chaperone
ECs4022	685.2689835	-0.814255161	0.46631983	-1.746130247	0.080788322	0.134126468	ECs4022	outer membrane protein
ECs4023	240.3621705	-2.222035176	0.423382041	-5.248298138	1.54E-07	6.20E-07	ECs4023	hypothetical protein
ECs4024	375.820501	-2.266845706	0.358737287	-6.318957599	2.63E-10	1.36E-09	ECs4024	transposase
ECs4025	0.384298981	0.234739012	1.676499011	0.140017387	0.888646252	NA	ECs4025	transposase
ECs4026	4850.026084	-1.743150933	0.332914289	-5.236035187	1.64E-07	6.60E-07	ECs4026	fimbrial protein
ECs4027	1768.872785	0.516957652	0.283271674	1.824953567	0.068008037	0.114990769	ECs4027	hypothetical protein
ECs4028	8623.12187	0.297590659	0.276599893	1.075888554	0.281977101	0.385837122	ECs4028	glycosylase
ECs4029	1677.359467	0.427904443	0.326153309	1.311973332	0.189529133	0.278350008	ECs4029	hypothetical protein
ECs4030	3926.237075	-0.399889908	0.263361686	-1.518405786	0.128912134	0.201164	ECs4030	DnaA initiator-associating protein DiaA
ECs4031	4803.100933	-0.299041461	0.336600238	-0.88841726	0.374316344	0.48530132	ECs4031	hypothetical protein
ECs4032	281.2539879	1.433205236	0.396313162	3.616345289	0.000298792	0.000794575	ECs4032	hypothetical protein
ECs4033	138.381058	-1.839693238	0.474582853	-3.876442703	0.000105995	0.000297986	ECs4033	hypothetical protein
ECs4034	40.39335097	-2.135090542	0.9392422	-2.273205506	0.023013799	0.043647138	ECs4034	hypothetical protein
